Line,Label
" Is it true,  Chief Justice Roberts asked Mr. Sellers,  that Wal-Mart's pay disparity across the company was less than the national average? ",Neutral
"Mr. Sellers said that was not the appropriate comparison.  The comparison that's relevant,  he said,  is between men and women and Wal-Mart. ",Neutral
He added later that  Wal-Mart was behind the other large retailers. ,Neutral
The chief justice also asked Mr. Sellers  how many examples of abuse of the subjective discrimination delegation need to be shown before you can say that flows from the policy rather than from bad actors? ,Neutral
"After all, he said,  you're going to have some bad apples  given Wal-Mart's thousands of stores.",Neutral
Mr. Sellers responded that  there is no minimum number  in court decisions.,Neutral
Justices Kennedy and Samuel A. Alito Jr. said they were concerned about companies whose pay and promotion gaps mirror national numbers where there is no proof of a discriminatory policy.,Neutral
" So, you have the company that is absolutely typical of the entire American work force,  Justice Alito said.",Neutral
 Then you would say every single company is in violation of Title VII  of the Civil Rights Act?,Neutral
" That could very well be the case,  Mr. Sellers said.",Neutral
House Majority Leader Eric Cantor was beaten Tuesday night by a political novice who is currently working as an economics professor at a small Virginia college.,Lexical
"So who is Dave Brat, and how did he pull off such a stunning win?",Lexical
"The 49-year-old teaches at Randolph-Macon College, a small liberal arts school north of Richmond.",Neutral
"He raised just over $200,000 for his campaign, while Cantor spent more than $1 million in April and May alone to try to beat back his challenge.",Neutral
"However, Brat offset the cash disadvantage with endorsements from conservative activists like radio host Laura Ingraham and with help from local Tea Party activists angry at Cantor.",Neutral
Brat cast the congressman as a Washington insider who isn't conservative enough.,Neutral
"Last month, a feisty crowd of Brat supporters booed Cantor in front of his family at a local party convention.",Informational
"Brat received his doctorate from American University, his master's from Princeton Theological Seminary and his bachelor's from Hope College.",Neutral
"In addition to teaching, he has served on the state Joint Advisory Board of Economists and served as the president of the Virginia Association of Economists.",Neutral
"He also states on his website that he is active in his local Republican party, and has often served as commentator on economic issues for local media.",Neutral
"Brat is married and has two children, an 11-year-old daughter and a 15-year-old son.",Neutral
Dave Brat celebrated his stunning victory over House Majority Leader Eric Cantor (R-Va.) for the Republican nomination on Tuesday night in a phone interview with Fox News' Sean Hannity.,Lexical
"The tea party-backed candidate attributed his victory to God and to grassroots efforts, calling the win a ""miracle.""",Neutral
"""If you go door to door knocking, the American people know the country is headed in the wrong direction,"" Brat said.",Neutral
"""I attribute [the win] to God... God acted through the people on my behalf.""",Neutral
"Cantor was expected to defeat Brat by a wide margin, outraising the college professor $5.4 million to $200,000.",Neutral
But Brat unseated the House majority leader with 56 percent of the vote.,Neutral
"""The good news is dollars don't vote, people do,"" Brat told Hannity.",Neutral
"""I think the people are just ready for some major changes in this country.""",Neutral
"Brat shied away from explicitly identifying as a tea party candidate, saying he ran on Republican principles.",Lexical
"""I'm not holding anyone's feet to the fire but it wasn't a contest between the tea party and the Republicans and all this,"" he said.",Neutral
"""Although I have tremendous tea party support and just wonderful people in the tea party and grassroots helping me out, and they're clearly responsible for the win...",Neutral
"I ran on the Republican principles.""",Neutral
"""I've been a conservative my whole life,"" he added.",Neutral
"""There's nothing hard right or far right about anything.",Neutral
"I just believe in the ideas and that ideas matter in history.""",Neutral
"WASHINGTON   In one of the most stunning primary election upsets in congressional history, the House majority leader, Eric Cantor, was soundly defeated on Tuesday by a Tea Party-backed economics professor who had hammered him for being insufficiently conservative.",Lexical
"The result delivered a major jolt to the Republican Party   Mr. Cantor had widely been considered the top candidate to succeed Speaker John A. Boehner   and it has the potential to change both the debate in Washington on immigration and, possibly, the midterm elections.",Neutral
"With just over $200,000, David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor, repeatedly criticizing him for being soft on immigration and contending that he supported what critics call amnesty for immigrants in the country illegally.",Lexical
"During a short concession speech late Tuesday, Mr. Cantor did not try to analyze his defeat or cast blame, saying only that he knew he had disappointed his supporters.",Neutral
"In victory, Mr. Brat said that his candidacy had resonated with voters who believed that politics had been dumbed down by partisan infighting.",Neutral
" The American people want to pay attention to serious ideas again,  Mr. Brat said, speaking on Fox News.",Neutral
" Our founding was built by people who were political philosophers, and we need to get back to that, away from this kind of cheap political rhetoric of right and left. ",Neutral
"He will face Jack Trammell, a Democrat who is also a professor at Randolph-Macon, this fall in the heavily Republican district.",Neutral
Republicans were so sure that Mr. Cantor would win that most party leaders had been watching for how broad his victory would be.,Neutral
His defeat will reverberate in the capital and could have major implications for any chance of an immigration overhaul.,Lexical
"Mr. Cantor, 51, who is in his seventh term, had sought to counter Mr. Brat's accusations that he was too willing to compromise on immigration.",Neutral
"The majority leader, who had raised $5.4 million for the campaign, blanketed Virginia's Seventh Congressional District with fliers and television advertisements in which he emphasized that he opposed an  amnesty  policy.",Neutral
"But with significant help from conservative talk radio hosts like Laura Ingraham, Mr. Brat was able to galvanize opposition to Mr. Cantor in one of Virginia's most conservative congressional districts.",Neutral
"Ms. Ingraham, one of the few high-profile conservatives to put her muscle behind Mr. Brat, said on Fox News on Tuesday night that the primary results were  an absolute repudiation of establishment politics  and that Republican leaders should take note.",Neutral
" He really just didn't have very much money, but what he did have was a lot of heart,  she said of Mr. Brat.",Informational
 I think there will be a lot of people out there saying this could be the beginning of something really big for the Republican Party. ,Neutral
"Mr. Cantor's loss recalled the defeat of former Speaker Thomas S. Foley, a Democrat who lost to a little-known Republican, George Nethercutt, in the 1994 general elections that delivered control of Congress to the Republicans.",Neutral
It is much rarer for a member of the congressional leadership to lose a primary.,Neutral
Mr. Brat had little help from national groups that have funded other Tea Party challengers.,Neutral
"Instead, he relied mostly on state and local activists.",Neutral
"Larry Nordvig, executive director of the Richmond Tea Party, said the national groups were not aware of  how much activity was going on underneath the surface down here and how large the ABC   Anybody But Cantor   mentality was. ",Informational
"In a February interview, Mr. Brat spoke of the difficulty he had in rounding up conservative support despite meeting with powerful groups and donors to try to convince them that he was worth the investment.",Neutral
" I met with all of them,  he said.  But it's tough.",Neutral
"Everybody just wants to see the polls, how much money you've raised.",Neutral
But they do not know what's going on on the ground. ,Neutral
"Mr. Cantor had won primaries in his district, which stretches from Richmond to the Washington suburbs, with as much as 79 percent of the vote, and he won the general election race for a seventh term in 2012 with 58 percent.",Neutral
"Within the Republican Party, he was seen as a star, with the ability to tap into the energy of the House's more conservative members while at the same time not alienating the party's establishment wing.",Neutral
"In the House, his relationship with Mr. Boehner reflected some of the larger tensions within the party.",Neutral
"Mr. Cantor was strongly opposed, for instance, to the so-called grand bargain negotiations on the budget between the speaker and President Obama.",Neutral
"Mr. Boehner said Tuesday that he and Mr. Cantor had  been through a lot together,  making  tough choices that come with governing. ",Neutral
"Mr. Cantor received what amounted to a warning shot from local Republicans at a district convention last month in Henrico County, his political home base, when conservatives ousted one of his loyalists as Republican chairman while he looked on.",Neutral
"Yet he seemed to recognize the seriousness of the threat only in the final weeks of the campaign, when he suddenly shifted his advertising and began sending aides from Washington to his district.",Neutral
"At that point, it was too late to stave off defeat.",Neutral
" There are some very angry people upset with the status quo, and Eric became part of that,  said former Representative Thomas M. Davis III, a Virginia Republican.",Neutral
 He was the only conduit they have to express their anger right now.,Neutral
"And when Eric Cantor, a conservative and member of the leadership, is too moderate, it sends a chilling effect to other Republicans and makes it that much harder to cross over and work together. ",Neutral
"As for the prospects of an immigration overhaul now, Mr. Davis said:  How do you get that or anything done now? Eric is too liberal? This was the guy holding Boehner back. ",Informational
Many voters also perceived Mr. Cantor as ignoring district concerns as he sought to raise his national profile.,Neutral
"He kept a home in suburban Richmond and sent his children to school there, but he spent much of his time in recent years traveling across the country to raise money and campaign for Republican candidates.",Neutral
"It was all part of his ambition to become speaker of the House, having begun his career as the driver to his predecessor, Representative Thomas J. Bliley Jr.",Neutral
"Reaching that pinnacle had, of late, seemed as close as ever, with Washington full of speculation that Mr. Boehner would soon retire.",Neutral
" I'm in shock,  said Representative Patrick T. McHenry, Republican of North Carolina.",Neutral
"Congressional Democrats were ecstatic, and so stunned by Mr. Cantor's loss that many admitted they did not even know who the Democratic challenger was.",Neutral
"An informal dinner party at the Georgetown apartment of Representative Nancy Pelosi of California, the Democratic leader, turned into a celebration.",Neutral
" I never thought I'd see the day that Eric Cantor would be losing his primary,  said Representative Louise M. Slaughter of New York, the senior Democrat on the House Rules Committee.",Neutral
"Ms. Pelosi said,  I still can't even believe it. ",Neutral
"Former New York City Mayor Michael Bloomberg formally endorsed Hillary Clinton Wednesday at the Democratic National Convention, saying it was ""imperative"" that voters back the former secretary of state over GOP nominee Donald Trump.",Neutral
"""This is just too important to sit out,"" said Bloomberg, a former Democrat who won New York's mayoralty as a Republican in 2001 before leaving the party to become an independent six years later.",Neutral
"""There are times when I disagree with Hillary,"" Bloomberg said.",Neutral
"""But let me tell you, whatever our disagreements may be, I've come here to say we must put them aside for the good of our country.""",Neutral
"Bloomberg, who has an estimated net worth of $48 billion, threw several jabs at Trump, whom he called a ""dangerous demagogue"" and a ""bomb-thrower.""",Lexical
"Bloomberg contrasted his business history with Trump's, saying ""I've built a business, and I didn't start it with a million-dollar check from my father.""",Informational
"Bloomberg also charged that Trump had ""left behind a well-documented record of bankruptcies and thousands of lawsuits and angry shareholders and contractors who feel cheated and disillusioned customers who feel ripped off.""",Informational
"""Trump says he wants to run the nation like he's running his business?",Neutral
"God help us,"" said Bloomberg, who added that ""the richest thing about Donald Trump is his hypocrisy.""",Informational
"Bloomberg considered making a third-party run for president this year before opting against a campaign, expressing worry he would siphon away votes from Democratic nominee Hillary Clinton and inadvertently help elect Trump.",Neutral
"While in office, Bloomberg had a cordial relationship with Clinton, who, as a senator from New York, was involved in the city's post-9/11 rebuilding effort.",Neutral
"He did, as well, with Trump, whom he knew from New York's glitzy social circuit and from dealings with him as a developer.",Neutral
"But Trump's hardline approach to immigration alienated Bloomberg, who often makes the case that an open immigration policy is needed to keep the nation's economy growing.",Neutral
"He deemed Trump's economic plan ""a con"" and ""a disaster in the making.""",Informational
Trump did not immediately respond to the speech.,Neutral
"PHILADELPHIA   Americans should vote for Hillary Clinton because, unlike Republican nominee Donald Trump, she is a  sane, competent person,  Michael Bloomberg, the former New York mayor and founder of the Bloomberg financial news and information empire, said at the Democratic National Convention Wednesday.",Lexical
"The line was an unscripted addition to a speech in which Bloomberg criticized Democrats, but argued that Trump was a  dangerous demagogue  and a bad businessman who would be a disastrous president.",Informational
" I'm a New Yorker,  he said,  and New Yorkers know a con when we see one. ",Lexical
"The billionaire ex-Republican, who has endorsed Democratic presidential nominee Hillary Clinton, made the case that Trump's career is characterized by a litany of collapses and missteps, and that the Republican presidential nominee's boasts don't match reality.",Informational
"Americans who want a great businessperson in the White House should look for someone who isn't Trump, Bloomberg said.",Neutral
" Throughout his career, Trump has left behind a well-documented record of bankruptcies, thousands of lawsuits, angry stockholders and contractors who feel cheated and disillusioned customers who feel ripped off,  Bloomberg said.",Informational
 Trump says he wants to run the nation like he's running his business? God help us.,Informational
"Bloomberg's scathing speech seemed designed to chafe Trump's rawest nerves, mocking Trump's business prowess, his inheritance from his late father, his ego and his intellect.",Neutral
" Truth be told, the richest thing about Donald Trump is his hypocrisy,  Bloomberg said.",Informational
"Trump claims great wealth, but won't disclose his real net worth and refuses to release his tax returns.",Informational
The real-estate developer also reacts defensively when his success is questioned.,Informational
Bloomberg   who rivals Trump in unwavering self-assurance   favorably compared his own achievements in business and politics with Trump's.,Neutral
 We've heard a lot of talk in this campaign about needing a leader who understands business.,Neutral
I couldn't agree more.,Neutral
"I've built a business   and I didn't start it with a million-dollar check from my father,  Bloomberg said.",Informational
" Because of my success in the private sector, I had the chance to run America's largest city for 12 years. ",Neutral
"Bloomberg weighed an independent bid for president this year because he objected to both Trump and Sen. Bernie Sanders (I-Vt.), Clinton's primary challenger.",Neutral
Bloomberg was a vocal critic of the Republican candidate   his former friend   long before backing Clinton's White House run.,Neutral
"The financial industry tycoon ridiculed Trump's statements on immigration, national security, foreign trade, and his use of overseas labor.",Neutral
And Bloomberg made dire predictions about the damage a Trump presidency would wreak on virtually every aspect of American life.,Neutral
" I understand the appeal of a businessman president,  Bloomberg said.",Neutral
 But Trump's business plan is a disaster in the making.,Informational
"He would make it harder for small businesses to compete, do great damage to our economy, threaten the retirement savings of millions of Americans, lead to greater debt and more unemployment, erode our influence around the world and make our communities less safe. ",Informational
Listening to Michael R. Bloomberg rage about Donald J. Trump in his speech at the Democratic National Convention this week   labeling him a public menace and hinting that he was not quite sane   it would be easy to think that the two billionaires had a rift going back many years.,Lexical
" Trump says he wants to run the nation like he's run his business,  Mr. Bloomberg said on Wednesday.",Neutral
 God help us. ,Informational
"But in all their time in New York City, their interactions have been limited, yet cordial, according to people who know both of them.",Neutral
They existed in different circles of New York's ultrarich: Mr. Bloomberg is known as a generous philanthropist; Mr. Trump appears to have been flinty in his giving.,Informational
Mr. Bloomberg is a supporter of the arts and aligns himself with Manhattan's sophisticated cultural scene; Mr. Trump relishes in being crude.,Informational
Mr. Bloomberg made his billions in finance and technology; Mr. Trump got his start in real estate before becoming a casino magnate and then a reality-show celebrity.,Neutral
Mr. Bloomberg is not overly ostentatious for a man of great wealth; Mr. Trump loves to show off his possessions.,Informational
" I've been by Mike's side for 19 years, and I've never met Donald Trump,  said Kevin Sheekey, an adviser to Mr. Bloomberg, underscoring the extent to which the men were not close.",Neutral
" Trump hasn't been part of the business, political or charitable community since the Koch administration.",Informational
The only place Mike and Donald would have seen each other is on a golf course or on a TV set. ,Neutral
"On at least a few occasions, Mr. Bloomberg and Mr. Trump met up on the golf links.",Neutral
"In 2007, when Mr. Bloomberg was in the second of his three terms as mayor, the two played together in a charity event at Trump National Golf Club in the city's northern suburbs.",Neutral
"An article in New York magazine described how Mr. Trump, Mr. Bloomberg, the comedian Billy Crystal and the former New York Yankees manager Joe Torre were set to play together in the lead foursome   but could not agree on who would go first.",Neutral
" How about the mayor starts it off in honor of the city?  Mr. Trump was quoted as saying, playing peacemaker and showing deference to Mr. Bloomberg.",Informational
"Mr. Bloomberg also appeared twice on Mr. Trump's reality TV show,  The Apprentice,  in 2004 and 2008, in part as a way to demonstrate support for the show, which was produced in New York.",Neutral
And the men have a filial connection: acquaintances said that Mr. Bloomberg's daughter Georgina is friends with Mr. Trump's daughter Ivanka.,Neutral
"Mr. Trump, an avid user of Twitter, made positive comments about Mr. Bloomberg when he was in office.",Neutral
" Mike Bloomberg is doing a great job as mayor of New York City,  he posted in 2012.",Neutral
"In 2013, he praised Mr. Bloomberg's administration for choosing him to finish a stalled Bronx golf course project, and then wrote on Twitter about a ribbon-cutting with the mayor.",Neutral
"In 2014, Mr. Trump tweeted congratulations at Georgina for winning an equestrian tournament.",Neutral
But the cordiality dissipated not long after Mr. Trump declared his candidacy.,Neutral
"Mr. Bloomberg began exploring his own presidential bid, as an independent, in part to block Mr. Trump from being elected.",Neutral
"And when Mr. Bloomberg ruled out running, he did so because he said he did not want his third-party candidacy to siphon enough votes to help Mr. Trump.",Neutral
" As a former Republican presidential campaign manager told me, Hillary has some baggage, but Trump is crazy,  said Mr. Sheekey, who was involved in Mr. Bloomberg's explorative bid.",Informational
 And you can't fix crazy. ,Informational
"Mr. Trump, typically, has not shied away from counterattacks.",Neutral
"In a CNN interview in January, Mr. Trump voiced skepticism that Mr. Bloomberg was worth as much as Forbes magazine estimated and speculated that Mr. Bloomberg's company, which provides data terminals to financial firms and wealthy individuals, was vulnerable to competitors.",Informational
" We used to be friends,  Mr. Trump told CNN.",Neutral
 I guess we're not friends anymore. ,Neutral
"In one of the highest-profile showdowns between establishment Republicans and Tea Party conservatives so far this year, Rep. Raul Labrador said Friday that he is challenging Rep. Kevin McCarthy for the House majority leader position that became open this week.",Neutral
"Labrador, of Idaho, would be the Tea Party alternative to McCarthy, who is the whip and is favored by establishment Republicans.",Neutral
"Only in Congress since 2010, Labrador would represent several firsts: the first Latino, first Mormon and first Idaho lawmaker to be House majority leader.",Neutral
"Labrador's foray into the race for majority leader is yet another dramatic turn of events for Republicans, who were stunned by the defeat in Tuesday's primary in Virginia of Rep. Eric Cantor to a Tea Party candidate who cast the congressman as someone who embraces the status quo of Beltway GOP politics and did not truly represent his constituents.",Neutral
Americans don't believe their leaders in Washington are listening and now is the time to change that.,Informational
And it upends the June 19 voting by the House Republicans for majority leader.,Neutral
"On Friday morning, McCarthy, 49, appeared to be headed toward running unopposed after some rivals dropped out.",Neutral
" I was stunned when Eric Cantor lost his primary election earlier this week,  Labrador, who is 46, said in his announcement about running for majority leader.",Neutral
 Eric is a good friend and I have tremendous respect for him.,Neutral
But the message from Tuesday is clear   Americans are looking for a change in the status quo. ,Neutral
"Some conservatives in the House were pushing for a postponement of the June 19 election for majority leader, saying they wanted more time to put someone with more right-wing views in the running for the position.",Neutral
" I want a'leadership team that can bring the Republican conference together,  Labrador said in his statement,  A leadership team that can help unite and grow our party.",Neutral
Americans don't believe their leaders in Washington are listening and now is the time to change that. ,Neutral
"Some lawmakers pressed Labrador to run, according to several published reports that quoted unnamed sources.",Neutral
"Economics professor Dave Brat, the Tea Party candidate who defeated Cantor, attacked the congressman as soft on border security and on people who come here illegally.",Neutral
"Cantor, who had once been more moderate on immigration issues   particularly on the bitterly divisive aspect of whether to give undocumented immigrants already in the U.S. a chance to legalize their status   shifted sharply to a hard line position, saying he would block any effort in the House to consider proposals to give such immigrants a break.",Neutral
But some observers said Cantor's tough stance toward the end of the primary   one he'd seemed confident he'd easily win   was too little too late.,Neutral
"Others say it was Cantor's lack of popularity in general in his district, and his lackluster campaign, that doomed him.",Neutral
"Nonetheless, many see the next majority leader as potentially influencing the House handling of immigration reform, which stalled as conservative members said they would not support a comprehensive measure for an overhaul of the system, and especially not one that, in their view, would grant amnesty to lawbreakers.",Neutral
The Senate last year passed a sweeping bipartisan immigration reform bill that both tightened border security and provided a path to legal status for undocumented immigrants who meet a strict set of criteria.,Neutral
"McCarthy, whose district is 35 percent Latino, has expressed support for providing a path to legal status, but only after those applying for it earn it by learning English and paying fines and taxes, among other things.",Neutral
"Labrador, who worked as an immigration attorney before serving in Congress, was part of a bipartisan group in the House that was working on a reform bill.",Neutral
But Labrador famously quit the group because of a disagreement with its other members over whether to entitle undocumented immigrants to some form of healthcare.,Neutral
"Labrador has not been shy about criticizing House Speaker John Boehner of Ohio, saying that he should step down if he allows a vote on an immigration bill this year.",Lexical
"The Idaho congressman, echoing other conservatives, has said that Congress should wait until at least 2015 to take up the issue again because President Obama must make a clear attempt to take steps to secure the borders and step up interior enforcement of immigration laws.",Neutral
"He has said he will not back a version of the Senate reform bill, and prefers to deal with the subject in a piecemeal fashion.",Neutral
"Labrador supports a path to legal status, but only after evidence that enforcement has been improved, he has said.",Neutral
He also supports expanding foreign worker visa programs.,Neutral
"Labrador says this about himself on his website:  Born to a single mother in Puerto Rico, Raúl Labrador moved with his mother to the mainland U.S. at age 13. ",Neutral
" His mother worked many different jobs to make ends meet,  it says.",Neutral
" Though times were tough, Raúl's mother often reminded him that if he studied, worked hard, and played by the rules, he could achieve the American Dream.",Informational
This encouraged Raúl to never give up on his professional aspirations and personal dreams. ,Neutral
"One of the conservative members in the House who wanted to postpone the June 19 vote for majority leader quickly indicated that for him, Labrador would not do.",Neutral
"Rep. Steve King (R-Iowa), tweeted on Friday ""#Labrador is pro amnesty.",Neutral
"If not this year, he has strongly advocated for amnesty next year.",Neutral
No fair trying to redefine amnesty. ,Neutral
A two-term Republican congressman from Idaho with a track record of challenging the House Republican leadership said Friday he would run for the No. 2 job in the chamber.,Neutral
"Raul Labrador, a 46-year-old Mormon father of five, tea party congressman and Puerto Rican-born only child of a single mother, will challenge House Majority Whip Kevin McCarthy (R-Calif.) for the position of House majority leader.",Neutral
It's a long shot bid.,Informational
"McCarthy, 49, began gathering commitments from other House Republicans on Wednesday, the day after then-Majority Leader Eric Cantor (R-Va.) suffered a stunning loss in the primary for his seat.",Neutral
"In his current role as whip, McCarthy's job is to round up votes from other Republicans.",Neutral
The election is Thursday -- leaving little time for Labrador to build momentum and peel off votes from McCarthy.,Lexical
The former immigration attorney stepped forward to run after a number of other conservative House Republicans declined to.,Neutral
 I was stunned when Eric Cantor lost his primary election earlier this week.,Neutral
Eric is a good friend and I have tremendous respect for him.,Neutral
"But the message from Tuesday is clear -- Americans are looking for a change in the status quo,"" Labrador said in a statement.",Informational
"He also said that he would run for majority leader in hopes of creating ""a leadership team that can bring the Republican conference together.""",Neutral
It's a reference to the fact that Labrador is generally respected by both the House leadership and back-bench tea party legislators.,Neutral
"Since the 2010 midterm tea party wave election, the House GOP has contained a bloc of members who have opposed the establishment leadership time and time again.",Neutral
"The tea party group has pulled other legislators to the right on a host of issues, including many related to government spending and debt.",Neutral
"When Cantor lost his seat in a shock result Tuesday, conservatives in the House were not prepared to unite behind a standard-bearer, much less wage an organized effort to whip up votes in support of a candidate for majority leader.",Neutral
Rep. Jeb Hensarling (R-Texas) was considered a front-runner to challenge McCarthy.,Neutral
"But Hensarling pondered his options for a full day Wednesday, while McCarthy moved quickly to generate support.",Neutral
"On Friday, the Washington Post reported that Hensarling does not plan to run, according to three people familiar with his plans.",Neutral
"Rep. Pete Sessions (R-Texas) was the other conservative alternate to McCarthy, though he is almost as much an establishment character as anyone else in leadership.",Neutral
"He too declined to run, sensing McCarthy's near inevitability.",Neutral
Rep. Jim Jordan (R-Ohio) also demurred.,Neutral
The situation left House Speaker John Boehner (R-Ohio) and the rest of the Republican leadership in the House with a problem: The 40 or so hardline tea party members of the House GOP do not want the response to Cantor's loss -- which was driven by grassroots discontent with the establishment -- to simply be more establishment leadership.,Neutral
"This discontent may be satisfied if Rep. Steve Scalise (R-La.) wins his race against Rep. Peter Roskam (R-Ill.) for House majority whip, taking McCarthy's spot.",Neutral
"Members of the tea party caucus also want to vote for a majority leader candidate that they believe in, even if he loses.",Neutral
"House GOP leadership understands that desire, as does Labrador.",Neutral
"A Labrador bid helps all parties regardless of the outcome -- including Labrador himself, since a run will elevate him as a leader inside the House GOP.",Neutral
There is always a chance that grassroots fervor in support of Labrador could gain a level of intensity that Boehner and McCarthy did not anticipate.,Neutral
"However, there's not a lot of time for that to happen before next Thursday's election, and leadership elections generally are dominated by inside baseball politics and arcane political interests.",Neutral
"In addition, a few of the most hardline House Republicans, such as Rep. Steve King (R-Iowa) and Rep. Michelle Bachmann (R-Minn.) said Thursday that Labrador was not conservative enough on immigration reform.",Neutral
"Labrador is an ambitious, sometimes savvy politician.",Informational
He is in Idaho this weekend chairing the state GOP convention.,Neutral
"He also appeared Friday at an event with Sen. Rand Paul (R-Ky.), who offered his support for Labrador's candidacy.",Neutral
 There really is a question what is the message that's sent when the voters replace someone in leadership.,Neutral
They want someone different.,Neutral
"I think Raul brings that,"" Paul told reporters, according to the Spokesman-Review.",Neutral
"WASHINGTON   Representative Raúl R. Labrador, a Republican of Idaho who has barely served two terms in Congress, jumped into the race for House majority leader on Friday, offering himself as the more conservative alternative who could pull the House rightward in the wake of Representative Eric Cantor's loss in a primary.",Informational
" The message from Tuesday is clear   Americans are looking for a change in the status quo,  Mr. Labrador, a former immigration lawyer elected in the Tea Party wave of 2010, said in a statement.",Neutral
 President Obama and the Democrats have had their chance and they have failed.,Neutral
"Republicans must be willing to take these challenges head on with new leadership, fresh ideas and a different approach. ",Neutral
"While some of those conservative lawmakers elected in 2010 were hoping that the House leadership elections on Thursday would offer them the chance to reclaim their influence on Capitol Hill, few of them give Mr. Labrador much of a chance against the current House majority whip, Representative Kevin McCarthy of California.",Neutral
"Though Tea Party activists provided the energy and votes for Mr. Cantor's ouster, the elections might be more of a plea for a place at the leadership table.",Neutral
"Supporters of Mr. McCarthy, who confidently traveled home to his district in Bakersfield for the weekend, said Friday that the Californian had all but sewed up the votes he needs.",Neutral
" We have got to have an alternative,  Representative Louie Gohmert, Republican of Texas, said on Glenn Beck's conservative radio show.",Neutral
" I mean, for us as a party in Congress to send the message that we didn't learn a blessed thing from this amazing election result, we aren't paying attention. ",Neutral
"House conservatives   lacking a rationale to fight Mr. McCarthy, a well-liked member of leadership who has raised millions of dollars for Republican incumbents   have begun protesting that his voting record is actually to the left of Mr. Cantor's.",Informational
"FreedomWorks, which has provided financial support for Tea Party candidates, immediately began trying to generate support for Mr. Labrador through its websites and email lists.",Neutral
" Now that grass-roots conservatives FIRED Eric Cantor, we need a new majority leader in the House of Representatives,  FreedomWorks' website said Friday.",Neutral
"Matt Kibbe, the group's president and chief executive, said that he did not have great qualms with Mr. McCarthy's ideology, but that he was more about politics than ideas.",Neutral
" The Republican penchant for just choosing the next guy in line hasn't proven to be a great strategy, and it hasn't picked good leadership,  Mr. Kibbe said.",Neutral
"But Mr. Labrador's path to victory is steep, especially in the few days before House Republicans gather to elect Mr. Cantor's replacement.",Neutral
Mr. McCarthy has been preparing for months to move up from No. 3 in the Republican leadership to No. 2 in the event that Speaker John A. Boehner of Ohio would retire after the November elections.,Neutral
Conservative Republicans in the House pleaded Friday for a delay in the voting.,Lexical
Some grumbled that the campaign by the college professor David Brat to unseat Mr. Cantor had ousted the one member of House Republican leadership willing to listen to the House's most conservative members.,Lexical
"Instead, the House will end up elevating a leader with a less conservative record and less patience for the far-right flank.",Neutral
"For his part, Mr. Boehner has remained firm that he wanted to get it done quickly and minimize disruption.",Neutral
"Mr. McCarthy spent much of the day calling members and shoring up support, said a Republican aide close to the majority whip.",Neutral
McCarthy supporters predicted that Mr. Labrador would muster no more than a few dozen votes.,Neutral
Some lawmakers questioned whether his run was really a quest to win the majority leader's post or merely to raise his own profile.,Informational
"His decision to jump in was widely seen as proof that more experienced conservative members, like Representatives Jim Jordan of Ohio or Tom Price of Georgia, had rebuffed overtures to run from other conservatives.",Neutral
"Tea Party groups off Capitol Hill may believe Mr. Labrador can win, and they will pressure House conservatives to join the campaign.",Neutral
"But ultimately, supporting him could hurt more conservative members with the House leadership.",Neutral
Mr. Labrador tried on Friday to at least engage the Republican conference in a debate over ideas.,Neutral
He said the party needed to address issues like upward income mobility among the poor and middle-class economic insecurity.,Neutral
"Born the son of a single mother in Puerto Rico, he has seen himself as an ambassador to young and minority voters out of reach to traditional Republicans.",Neutral
" I am running for majority leader because I want to help create a vision of growth and opportunity for everyone and start getting to work for the American people,  he said.",Neutral
"Representative Justin Amash, Republican of Michigan, rushed to champion Mr. Labrador's candidacy.",Neutral
"Mr. Amash, after all, voted last year to make him speaker of the House.",Neutral
" We can't respond to a stunning loss by giving a pat on the back and promotion to the same team,  Mr. Amash said of Mr. Cantor's defeat.",Neutral
" It's time for someone new, someone conservative, someone who will put forward a fresh agenda, and someone we know is a proven and talented spokesman. That man is Raúl Labrador. ",Informational
WASHINGTON -- Real estate tycoon Donald Trump said Thursday he has doubts about whether President Obama was born in the United States and has sent investigators to Hawaii looking for answers.,Neutral
"The ""Celebrity Apprentice"" star has shot up in the polls as a potential GOP nominee, in part because of his questions about whether Obama is constitutionally allowed to be president if he doesn't prove he is a natural-born citizen of the United States.",Informational
"""I have people that actually have been studying it and they cannot believe what they're finding,"" Trump told NBC's ""Today"" show on Thursday.",Neutral
"Officials in Hawaii have certified Obama's citizenship, but a segment of society -- labeled ""birthers"" in the vernacular -- have demanded additional proof.",Neutral
"Trump said when he started seriously considering a presidential bid a few weeks back, he thought the president was native-born, but now he's not so sure.",Neutral
"""His grandmother in Kenya said he was born in Kenya, and she was there and witnessed the birth.",Neutral
He doesn't have a birth certificate or he hasn't shown it.,Neutral
He has what's called a certificate of live birth.,Neutral
"That is something that's easy to get,"" Trump said, arguing that Obama has spent $2 million in legal fees ""to get away from this issue.""",Neutral
"Calling it potentially one of the biggest scams in the history of politics, Trump said he'd like Obama to show his birth certificate.",Neutral
"""And to be honest with you, I hope he can,"" he told ""Today.""",Neutral
"Trump, who placed second in an NBC/ Wall Street Journal poll of potential 2012 Republican candidates, said he will decide by June whether to run, and if he is the GOP nominee, ""I'd like to beat him straight up,"" not on the basis of the question of where Obama was born.",Neutral
